"","lsam","linc","educ","cacc","sacc","hous","life","occ"
"16058",8.70781355102489,10.6930806313643,12,1,2,2,1,3
"16059",8.70781355102489,10.6930806313643,12,1,2,2,1,3
"16060",8.70781355102489,10.6930806313643,12,1,2,2,1,3
"16061",3.91202300542815,11.2904067184249,16,5,1,5,1,7
"16062",3.91202300542815,11.2904067184249,16,5,1,5,1,7
"16063",3.91202300542815,11.2904067184249,16,5,1,5,1,7
"16064",3.91202300542815,11.2904067184249,16,5,1,5,1,7
"16065",3.91202300542815,11.2904067184249,16,5,1,5,1,7
"16066",3.91202300542815,10.5978839524965,12,2,1,4,2,2
"16067",3.91202300542815,10.5978839524965,12,2,1,4,2,2
"16068",3.91202300542815,10.5978839524965,12,2,1,4,2,2
"16069",3.91202300542815,10.5978839524965,12,2,1,4,2,2
"16070",3.91202300542815,10.5978839524965,12,2,1,4,2,2
"16071",10.7155282630365,13.6797481069503,16,3,3,3,1,6
"16072",12.6509187103622,13.7035169810033,16,3,3,3,1,6
"16073",12.6509187103622,13.7057514939715,16,3,3,3,1,6
"16074",11.6703564729191,13.7168497711403,16,3,3,3,1,6
